2010,12.95 ,10.95 ,9.50 ,8.95 ,8.50 
2011,12.95 ,10.95 ,9.50 ,8.95 ,8.50 
2021,12.95 ,10.95 ,9.50 ,8.95 ,8.50 
2015,10.95 ,8.95 ,7.50 ,6.95 ,6.50 
2016,14.95 ,12.95 ,11.95 ,10.95 ,9.95 
2037,13.95 ,11.95 ,10.50 ,9.95 ,9.50 
4020,21.95 ,20.95 ,19.95 ,18.95 ,17.95 
4022,19.95 ,18.95 ,17.95 ,16.95 ,15.95 
1000,28.95 ,26.95 ,24.95 ,22.95 ,21.95 
1004,26.95 ,24.95 ,22.95 ,20.95 ,19.95 
1022,26.95 ,24.95 ,22.95 ,20.95 ,19.95 
